seqnames	gene_id	start	end
NC_007605.1	NC_007605.1_id-NC_007605.1:43697..43702	43697	43702
NC_007605.1	NC_007605.1_id-NC_007605.1:49775..49780	49775	49780
NC_007605.1	NC_007605.1_id-NC_007605.1:49781..49786	49781	49786
NC_007605.1	NC_007605.1_id-NC_007605.1:49943..50170	49943	50170
NC_007605.1	NC_007605.1_id-NC_007605.1:50142..50189	50142	50189
NC_007605.1	NC_007605.1_id-NC_007605.1:5841..5846	5841	5846
NC_007605.1	NC_007605.1_id-NC_007605.1:66595..66600	66595	66600
NC_007605.1	NC_007605.1_id-NC_007605.1:69892..69897	69892	69897
NC_007605.1	NC_007605.1_id-NC_007605.1:70454..70459	70454	70459
NC_007605.1	NC_007605.1_id-NC_007605.1:7315..9312	7315	9312
NC_007605.1	NC_007605.1_id-NC_007605.1:7421..8042	7421	8042
NC_007605.1	NC_007605.1_id-NC_007605.1:77124..77129	77124	77129
NC_007605.1	NC_007605.1_id-NC_007605.1:77132..77137	77132	77137
NC_007605.1	NC_007605.1_id-NC_007605.1:86839..89829	86839	89829
NC_007605.1	NC_007605.1_id-NC_007605.1:89477..89482	89477	89482
NC_007605.1	NC_007605.1_id-NC_007605.1:89863..89868	89863	89868
NC_007605.1	NC_007605.1_id-NC_007605.1:9021..9135	9021	9135
NC_007605.1	NC_007605.1_id-NC_007605.1:99499..99504	99499	99504
NC_007605.1	NC_007605.1_rna-NC_007605.1:6629..6795	6629	6795
NC_007605.1	NC_007605.1_rna-NC_007605.1:6956..7128	6956	7128
NC_006273.2	NC_006273.2_IRS1	195976	198519
NC_006273.2	NC_006273.2_NC_006273.2:1..235646	1	235646
NC_006273.2	NC_006273.2_RL1	1324	2386
NC_006273.2	NC_006273.2_RL10	8601	9113
NC_006273.2	NC_006273.2_RL11	9142	9846
NC_006273.2	NC_006273.2_RL12	9850	11094
NC_006273.2	NC_006273.2_RL13	11189	12070
NC_006273.2	NC_006273.2_RL5A	2489	5852
NC_006273.2	NC_006273.2_RL6	5959	6504
NC_006273.2	NC_006273.2_RL8A	6759	13155
NC_006273.2	NC_006273.2_RL9A	6759	8458
NC_006273.2	NC_006273.2_RNA1.2	6759	7811
NC_006273.2	NC_006273.2_RNA2.7	2489	5000
NC_006273.2	NC_006273.2_RNA4.9	94297	99218
NC_006273.2	NC_006273.2_RNA5.0	156102	161821
NC_006273.2	NC_006273.2_TRS1	232393	234759
NC_006273.2	NC_006273.2_UL1	12174	12830
NC_006273.2	NC_006273.2_UL10	17776	18540
NC_006273.2	NC_006273.2_UL100	146538	147653
NC_006273.2	NC_006273.2_UL102	147831	150452
NC_006273.2	NC_006273.2_UL103	150615	151364
NC_006273.2	NC_006273.2_UL104	151312	153405
NC_006273.2	NC_006273.2_UL105	153233	156103
NC_006273.2	NC_006273.2_UL11	18642	19460
NC_006273.2	NC_006273.2_UL111A	161003	161692
NC_006273.2	NC_006273.2_UL112	161917	164128
NC_006273.2	NC_006273.2_UL114	164298	165050
NC_006273.2	NC_006273.2_UL115	165022	165858
NC_006273.2	NC_006273.2_UL116	165858	166799
NC_006273.2	NC_006273.2_UL117	166796	168073
NC_006273.2	NC_006273.2_UL119	168186	169311
NC_006273.2	NC_006273.2_UL120	169366	169971
NC_006273.2	NC_006273.2_UL121	170022	170564
NC_006273.2	NC_006273.2_UL122	170689	174090
NC_006273.2	NC_006273.2_UL123	172329	174090
NC_006273.2	NC_006273.2_UL124	171704	174649
NC_006273.2	NC_006273.2_UL13	19658	21079
NC_006273.2	NC_006273.2_UL130	176984	177628
NC_006273.2	NC_006273.2_UL131A	177649	178146
NC_006273.2	NC_006273.2_UL132	178252	179064
NC_006273.2	NC_006273.2_UL133	189949	190722
NC_006273.2	NC_006273.2_UL135	188846	189772
NC_006273.2	NC_006273.2_UL136	188033	188755
NC_006273.2	NC_006273.2_UL138	187441	187950
NC_006273.2	NC_006273.2_UL139	186462	186878
NC_006273.2	NC_006273.2_UL14	21229	22212
NC_006273.2	NC_006273.2_UL140	185705	186280
NC_006273.2	NC_006273.2_UL141	184396	185412
NC_006273.2	NC_006273.2_UL142	183406	184323
NC_006273.2	NC_006273.2_UL144	182206	182736
NC_006273.2	NC_006273.2_UL145	181573	181965
NC_006273.2	NC_006273.2_UL146	180930	181292
NC_006273.2	NC_006273.2_UL147	180390	180869
NC_006273.2	NC_006273.2_UL147A	180160	180387
NC_006273.2	NC_006273.2_UL148	179141	180091
NC_006273.2	NC_006273.2_UL148A	190818	191060
NC_006273.2	NC_006273.2_UL148B	191190	191432
NC_006273.2	NC_006273.2_UL148C	191522	191755
NC_006273.2	NC_006273.2_UL148D	191980	194348
NC_006273.2	NC_006273.2_UL150	192341	194260
NC_006273.2	NC_006273.2_UL150A	182854	194348
NC_006273.2	NC_006273.2_UL15A	22225	22533
NC_006273.2	NC_006273.2_UL16	22754	23446
NC_006273.2	NC_006273.2_UL17	23554	23868
NC_006273.2	NC_006273.2_UL18	23977	25083
NC_006273.2	NC_006273.2_UL19	25080	25376
NC_006273.2	NC_006273.2_UL2	13211	13390
NC_006273.2	NC_006273.2_UL20	25640	26656
NC_006273.2	NC_006273.2_UL21A	26803	27174
NC_006273.2	NC_006273.2_UL22A	27443	27843
NC_006273.2	NC_006273.2_UL23	28208	29062
NC_006273.2	NC_006273.2_UL24	29278	30354
NC_006273.2	NC_006273.2_UL25	30402	32372
NC_006273.2	NC_006273.2_UL26	32560	33126
NC_006273.2	NC_006273.2_UL27	33182	35008
NC_006273.2	NC_006273.2_UL29	35105	37353
NC_006273.2	NC_006273.2_UL30	37483	37848
NC_006273.2	NC_006273.2_UL30A	37605	38174
NC_006273.2	NC_006273.2_UL31	38327	40114
NC_006273.2	NC_006273.2_UL32	40195	43344
NC_006273.2	NC_006273.2_UL33	43415	44773
NC_006273.2	NC_006273.2_UL34	45141	46364
NC_006273.2	NC_006273.2_UL35	46443	48368
NC_006273.2	NC_006273.2_UL36	48595	50128
NC_006273.2	NC_006273.2_UL37	50262	53060
NC_006273.2	NC_006273.2_UL38	51482	52477
NC_006273.2	NC_006273.2_UL4	13821	14270
NC_006273.2	NC_006273.2_UL40	53498	54344
NC_006273.2	NC_006273.2_UL41A	53498	54838
NC_006273.2	NC_006273.2_UL42	54742	55119
NC_006273.2	NC_006273.2_UL43	55183	56454
NC_006273.2	NC_006273.2_UL44	56501	57802
NC_006273.2	NC_006273.2_UL45	57943	60663
NC_006273.2	NC_006273.2_UL46	60806	61678
NC_006273.2	NC_006273.2_UL47	61677	64628
NC_006273.2	NC_006273.2_UL48	64625	71350
NC_006273.2	NC_006273.2_UL48A	70422	71796
NC_006273.2	NC_006273.2_UL49	71689	73401
NC_006273.2	NC_006273.2_UL5	14358	14858
NC_006273.2	NC_006273.2_UL50	73358	74554
NC_006273.2	NC_006273.2_UL51	74576	75049
NC_006273.2	NC_006273.2_UL52	75087	77093
NC_006273.2	NC_006273.2_UL53	77086	79337
NC_006273.2	NC_006273.2_UL54	78194	81922
NC_006273.2	NC_006273.2_UL55	82066	84789
NC_006273.2	NC_006273.2_UL56	84752	87304
NC_006273.2	NC_006273.2_UL57	87871	91578
NC_006273.2	NC_006273.2_UL6	14965	15807
NC_006273.2	NC_006273.2_UL69	99519	101747
NC_006273.2	NC_006273.2_UL7	15865	16533
NC_006273.2	NC_006273.2_UL70	101847	104687
NC_006273.2	NC_006273.2_UL71	104703	105788
NC_006273.2	NC_006273.2_UL72	105869	107035
NC_006273.2	NC_006273.2_UL73	106937	109088
NC_006273.2	NC_006273.2_UL74	107430	108848
NC_006273.2	NC_006273.2_UL74A	107708	109088
NC_006273.2	NC_006273.2_UL75	109224	111452
NC_006273.2	NC_006273.2_UL76	111647	112624
NC_006273.2	NC_006273.2_UL77	112227	114137
NC_006273.2	NC_006273.2_UL78	114226	115521
NC_006273.2	NC_006273.2_UL79	115576	116463
NC_006273.2	NC_006273.2_UL8	15865	16941
NC_006273.2	NC_006273.2_UL80	116500	118626
NC_006273.2	NC_006273.2_UL80.5	117505	118626
NC_006273.2	NC_006273.2_UL82	118788	120467
NC_006273.2	NC_006273.2_UL83	120656	122341
NC_006273.2	NC_006273.2_UL84	122613	124376
NC_006273.2	NC_006273.2_UL85	124408	125328
NC_006273.2	NC_006273.2_UL86	125490	129602
NC_006273.2	NC_006273.2_UL87	129662	132487
NC_006273.2	NC_006273.2_UL88	132484	133773
NC_006273.2	NC_006273.2_UL89	133770	139697
NC_006273.2	NC_006273.2_UL9	16947	17648
NC_006273.2	NC_006273.2_UL91	135142	135477
NC_006273.2	NC_006273.2_UL92	135447	136052
NC_006273.2	NC_006273.2_UL93	136018	137802
NC_006273.2	NC_006273.2_UL94	137660	138697
NC_006273.2	NC_006273.2_UL95	139696	141297
NC_006273.2	NC_006273.2_UL96	141294	141677
NC_006273.2	NC_006273.2_UL97	141798	143921
NC_006273.2	NC_006273.2_UL98	144015	145769
NC_006273.2	NC_006273.2_UL99	145706	146278
NC_006273.2	NC_006273.2_US1	198543	199013
NC_006273.2	NC_006273.2_US10	205296	205853
NC_006273.2	NC_006273.2_US11	205929	206576
NC_006273.2	NC_006273.2_US12	206762	207607
NC_006273.2	NC_006273.2_US13	207687	208472
NC_006273.2	NC_006273.2_US14	208541	209473
NC_006273.2	NC_006273.2_US15	209518	210306
NC_006273.2	NC_006273.2_US16	210366	211295
NC_006273.2	NC_006273.2_US17	211440	212321
NC_006273.2	NC_006273.2_US18	212589	213413
NC_006273.2	NC_006273.2_US19	213551	214273
NC_006273.2	NC_006273.2_US2	199331	199930
NC_006273.2	NC_006273.2_US20	214320	215084
NC_006273.2	NC_006273.2_US21	215191	215922
NC_006273.2	NC_006273.2_US22	216099	217829
NC_006273.2	NC_006273.2_US23	217943	219721
NC_006273.2	NC_006273.2_US24	219817	221322
NC_006273.2	NC_006273.2_US26	221956	223767
NC_006273.2	NC_006273.2_US27	223800	226529
NC_006273.2	NC_006273.2_US28	225435	226529
NC_006273.2	NC_006273.2_US29	226662	228050
NC_006273.2	NC_006273.2_US3	200345	200905
NC_006273.2	NC_006273.2_US30	227854	228903
NC_006273.2	NC_006273.2_US31	229018	229503
NC_006273.2	NC_006273.2_US32	229621	230172
NC_006273.2	NC_006273.2_US33A	230319	231527
NC_006273.2	NC_006273.2_US34	230716	231527
NC_006273.2	NC_006273.2_US34A	231201	231527
NC_006273.2	NC_006273.2_US6	201615	202163
NC_006273.2	NC_006273.2_US7	202589	203266
NC_006273.2	NC_006273.2_US8	203469	204152
NC_006273.2	NC_006273.2_US9	204167	204910
NC_006273.2	NC_006273.2_exon-NC_006273.2:104404..104424-1	104404	104424
NC_006273.2	NC_006273.2_exon-NC_006273.2:104445..104464-1	104445	104464
NC_006273.2	NC_006273.2_exon-NC_006273.2:164557..164578-1	164557	164578
NC_006273.2	NC_006273.2_exon-NC_006273.2:201371..201392-1	201371	201392
NC_006273.2	NC_006273.2_exon-NC_006273.2:202317..202337-1	202317	202337
NC_006273.2	NC_006273.2_exon-NC_006273.2:202444..202455-1	202444	202455
NC_006273.2	NC_006273.2_exon-NC_006273.2:221474..221495-1	221474	221495
NC_006273.2	NC_006273.2_exon-NC_006273.2:221518..221538-1	221518	221538
NC_006273.2	NC_006273.2_exon-NC_006273.2:221679..221701-1	221679	221701
NC_006273.2	NC_006273.2_exon-NC_006273.2:221738..221759-1	221738	221759
NC_006273.2	NC_006273.2_exon-NC_006273.2:226711..226730-1	226711	226730
NC_006273.2	NC_006273.2_exon-NC_006273.2:226747..226768-1	226747	226768
NC_006273.2	NC_006273.2_exon-NC_006273.2:27992..28011-1	27992	28011
NC_006273.2	NC_006273.2_exon-NC_006273.2:28029..28050-1	28029	28050
NC_006273.2	NC_006273.2_id-NC_006273.2:1..1324	1	1324
NC_006273.2	NC_006273.2_id-NC_006273.2:1..578	1	578
NC_006273.2	NC_006273.2_id-NC_006273.2:109052..109057	109052	109057
NC_006273.2	NC_006273.2_id-NC_006273.2:1325..194343	1325	194343
NC_006273.2	NC_006273.2_id-NC_006273.2:176186..176944	176186	176944
NC_006273.2	NC_006273.2_id-NC_006273.2:176311..176311	176311	176311
NC_006273.2	NC_006273.2_id-NC_006273.2:194306..194311	194306	194311
NC_006273.2	NC_006273.2_id-NC_006273.2:194344..195667	194344	195667
NC_006273.2	NC_006273.2_id-NC_006273.2:195090..195667	195090	195667
NC_006273.2	NC_006273.2_id-NC_006273.2:195090..197626	195090	197626
NC_006273.2	NC_006273.2_id-NC_006273.2:197627..233108	197627	233108
NC_006273.2	NC_006273.2_id-NC_006273.2:226498..226503	226498	226503
NC_006273.2	NC_006273.2_id-NC_006273.2:231506..231511	231506	231511
NC_006273.2	NC_006273.2_id-NC_006273.2:231682..231693	231682	231693
NC_006273.2	NC_006273.2_id-NC_006273.2:231909..231920	231909	231920
NC_006273.2	NC_006273.2_id-NC_006273.2:232204..232217	232204	232217
NC_006273.2	NC_006273.2_id-NC_006273.2:233109..235646	233109	235646
NC_006273.2	NC_006273.2_id-NC_006273.2:235068..235646	235068	235646
NC_006273.2	NC_006273.2_id-NC_006273.2:235646..235646	235646	235646
NC_006273.2	NC_006273.2_id-NC_006273.2:2505..2510	2505	2510
NC_006273.2	NC_006273.2_id-NC_006273.2:37624..37629	37624	37629
NC_006273.2	NC_006273.2_id-NC_006273.2:38200..38205	38200	38205
NC_006273.2	NC_006273.2_id-NC_006273.2:53517..53522	53517	53522
NC_006273.2	NC_006273.2_id-NC_006273.2:6777..6782	6777	6782
NC_006273.2	NC_006273.2_id-NC_006273.2:93523..94613	93523	94613
NC_006273.2	NC_006273.2_id-NC_006273.2:94059..94198	94059	94198
NC_006273.2	NC_006273.2_rna-NC_006273.2:104404..104424	104404	104424
NC_006273.2	NC_006273.2_rna-NC_006273.2:104445..104464	104445	104464
NC_006273.2	NC_006273.2_rna-NC_006273.2:164557..164578	164557	164578
NC_006273.2	NC_006273.2_rna-NC_006273.2:201371..201392	201371	201392
NC_006273.2	NC_006273.2_rna-NC_006273.2:202317..202337	202317	202337
NC_006273.2	NC_006273.2_rna-NC_006273.2:202444..202455	202444	202455
NC_006273.2	NC_006273.2_rna-NC_006273.2:221474..221495	221474	221495
NC_006273.2	NC_006273.2_rna-NC_006273.2:221518..221538	221518	221538
NC_006273.2	NC_006273.2_rna-NC_006273.2:221679..221701	221679	221701
NC_006273.2	NC_006273.2_rna-NC_006273.2:221738..221759	221738	221759
NC_006273.2	NC_006273.2_rna-NC_006273.2:226711..226730	226711	226730
NC_006273.2	NC_006273.2_rna-NC_006273.2:226747..226768	226747	226768
NC_006273.2	NC_006273.2_rna-NC_006273.2:27992..28011	27992	28011
NC_006273.2	NC_006273.2_rna-NC_006273.2:28029..28050	28029	28050
NC_001664.4	NC_001664.4_DR1	501	2653
NC_001664.4	NC_001664.4_DR6	4725	6702
NC_001664.4	NC_001664.4_U10	17600	19111
NC_001664.4	NC_001664.4_U100	146696	150336
NC_001664.4	NC_001664.4_U11	19015	21627
NC_001664.4	NC_001664.4_U12	21729	22861
NC_001664.4	NC_001664.4_U13	22947	23267
NC_001664.4	NC_001664.4_U14	23365	25194
NC_001664.4	NC_001664.4_U15	25228	26041
NC_001664.4	NC_001664.4_U17	26308	27398
NC_001664.4	NC_001664.4_U18	28557	29438
NC_001664.4	NC_001664.4_U19	29698	30867
NC_001664.4	NC_001664.4_U2	8712	9812
NC_001664.4	NC_001664.4_U20	31118	32386
NC_001664.4	NC_001664.4_U21	32389	33690
NC_001664.4	NC_001664.4_U22	33788	34396
NC_001664.4	NC_001664.4_U23	34424	35134
NC_001664.4	NC_001664.4_U24	35441	35704
NC_001664.4	NC_001664.4_U24A	35723	35896
NC_001664.4	NC_001664.4_U25	35913	36863
NC_001664.4	NC_001664.4_U26	36971	37858
NC_001664.4	NC_001664.4_U27	37846	39027
NC_001664.4	NC_001664.4_U28	39069	41483
NC_001664.4	NC_001664.4_U29	41506	42405
NC_001664.4	NC_001664.4_U3	10151	11272
NC_001664.4	NC_001664.4_U30	41933	45181
NC_001664.4	NC_001664.4_U31	45199	51432
NC_001664.4	NC_001664.4_U32	51504	51770
NC_001664.4	NC_001664.4_U33	51772	53184
NC_001664.4	NC_001664.4_U34	53135	53965
NC_001664.4	NC_001664.4_U35	53982	54302
NC_001664.4	NC_001664.4_U36	54301	55755
NC_001664.4	NC_001664.4_U37	55759	56553
NC_001664.4	NC_001664.4_U38	56599	59637
NC_001664.4	NC_001664.4_U39	59637	62129
NC_001664.4	NC_001664.4_U4	11481	13088
NC_001664.4	NC_001664.4_U40	62083	64263
NC_001664.4	NC_001664.4_U41	64271	67669
NC_001664.4	NC_001664.4_U42	69103	70650
NC_001664.4	NC_001664.4_U43	70875	73457
NC_001664.4	NC_001664.4_U44	73522	74139
NC_001664.4	NC_001664.4_U45	74140	75270
NC_001664.4	NC_001664.4_U46	75343	75597
NC_001664.4	NC_001664.4_U47	75964	77919
NC_001664.4	NC_001664.4_U47A	77903	78067
NC_001664.4	NC_001664.4_U48	78086	80170
NC_001664.4	NC_001664.4_U49	80329	81087
NC_001664.4	NC_001664.4_U50	80864	82531
NC_001664.4	NC_001664.4_U51	82626	83531
NC_001664.4	NC_001664.4_U52	83550	84326
NC_001664.4	NC_001664.4_U53	84333	85919
NC_001664.4	NC_001664.4_U53.5	85185	85919
NC_001664.4	NC_001664.4_U54	86103	87479
NC_001664.4	NC_001664.4_U55	87557	88855
NC_001664.4	NC_001664.4_U56	89035	89925
NC_001664.4	NC_001664.4_U57	89927	93964
NC_001664.4	NC_001664.4_U58	93976	96294
NC_001664.4	NC_001664.4_U59	96291	97343
NC_001664.4	NC_001664.4_U60/66	97340	102538
NC_001664.4	NC_001664.4_U62	98479	98736
NC_001664.4	NC_001664.4_U63	98684	99334
NC_001664.4	NC_001664.4_U64	99312	100640
NC_001664.4	NC_001664.4_U65	100597	101604
NC_001664.4	NC_001664.4_U67	102510	103571
NC_001664.4	NC_001664.4_U68	103571	103915
NC_001664.4	NC_001664.4_U69	103918	105606
NC_001664.4	NC_001664.4_U7	13210	17087
NC_001664.4	NC_001664.4_U70	105614	107080
NC_001664.4	NC_001664.4_U71	107017	107250
NC_001664.4	NC_001664.4_U72	107330	108364
NC_001664.4	NC_001664.4_U73	108377	110719
NC_001664.4	NC_001664.4_U74	110688	112676
NC_001664.4	NC_001664.4_U75	112711	113460
NC_001664.4	NC_001664.4_U76	113369	115309
NC_001664.4	NC_001664.4_U77	115152	117626
NC_001664.4	NC_001664.4_U79	120216	121818
NC_001664.4	NC_001664.4_U81	121862	122629
NC_001664.4	NC_001664.4_U82	122705	123457
NC_001664.4	NC_001664.4_U83	123580	123873
NC_001664.4	NC_001664.4_U84	123977	125005
NC_001664.4	NC_001664.4_U85	125033	125905
NC_001664.4	NC_001664.4_U86	126041	136166
NC_001664.4	NC_001664.4_U90	133146	136166
NC_001664.4	NC_001664.4_U91	136321	136884
NC_001664.4	NC_001664.4_U94	141449	142921
NC_001664.4	NC_001664.4_U95	142996	146361
NC_001664.4	NC_001664.4_id-NC_001664.4:1..8089	1	8089
NC_001664.4	NC_001664.4_id-NC_001664.4:127549..128233	127549	128233
NC_001664.4	NC_001664.4_id-NC_001664.4:131077..131854	131077	131854
NC_001664.4	NC_001664.4_id-NC_001664.4:140076..140951	140076	140951
NC_001664.4	NC_001664.4_id-NC_001664.4:67666..68042	67666	68042
NC_000898.1	NC_000898.1_B1	3022	3988
NC_000898.1	NC_000898.1_B2	3536	3988
NC_000898.1	NC_000898.1_B3	7349	7528
NC_000898.1	NC_000898.1_B4	8911	9492
NC_000898.1	NC_000898.1_B5	9315	9761
NC_000898.1	NC_000898.1_B6	119139	121207
NC_000898.1	NC_000898.1_B7	120836	121207
NC_000898.1	NC_000898.1_B8	141969	142766
NC_000898.1	NC_000898.1_B9	152925	153252
NC_000898.1	NC_000898.1_DR1	583	3988
NC_000898.1	NC_000898.1_DR3	2723	3325
NC_000898.1	NC_000898.1_DR6	5027	7435
NC_000898.1	NC_000898.1_U10	18543	20054
NC_000898.1	NC_000898.1_U100	148659	152325
NC_000898.1	NC_000898.1_U11	19917	22534
NC_000898.1	NC_000898.1_U12	22636	23796
NC_000898.1	NC_000898.1_U13	23856	26173
NC_000898.1	NC_000898.1_U14	24277	26173
NC_000898.1	NC_000898.1_U15	26121	27048
NC_000898.1	NC_000898.1_U17	27258	28421
NC_000898.1	NC_000898.1_U18	29440	30485
NC_000898.1	NC_000898.1_U19	29440	31920
NC_000898.1	NC_000898.1_U2	9515	10715
NC_000898.1	NC_000898.1_U20	32096	33449
NC_000898.1	NC_000898.1_U21	32096	34954
NC_000898.1	NC_000898.1_U22	32096	35459
NC_000898.1	NC_000898.1_U23	32096	36386
NC_000898.1	NC_000898.1_U24	32096	36777
NC_000898.1	NC_000898.1_U24A	32096	36969
NC_000898.1	NC_000898.1_U25	32096	37936
NC_000898.1	NC_000898.1_U26	38003	38931
NC_000898.1	NC_000898.1_U27	38003	40019
NC_000898.1	NC_000898.1_U28	40123	42549
NC_000898.1	NC_000898.1_U29	40123	43471
NC_000898.1	NC_000898.1_U3	9515	12205
NC_000898.1	NC_000898.1_U30	42999	52559
NC_000898.1	NC_000898.1_U31	46265	52560
NC_000898.1	NC_000898.1_U32	52535	52841
NC_000898.1	NC_000898.1_U33	52535	54255
NC_000898.1	NC_000898.1_U34	52535	55036
NC_000898.1	NC_000898.1_U35	52535	55373
NC_000898.1	NC_000898.1_U36	55372	57625
NC_000898.1	NC_000898.1_U37	56830	57625
NC_000898.1	NC_000898.1_U38	57630	60708
NC_000898.1	NC_000898.1_U39	57630	63200
NC_000898.1	NC_000898.1_U4	9515	14040
NC_000898.1	NC_000898.1_U40	57630	65334
NC_000898.1	NC_000898.1_U41	57630	68740
NC_000898.1	NC_000898.1_U42	69965	71653
NC_000898.1	NC_000898.1_U43	69965	74460
NC_000898.1	NC_000898.1_U44	74501	76650
NC_000898.1	NC_000898.1_U45	75143	76273
NC_000898.1	NC_000898.1_U46	76346	76650
NC_000898.1	NC_000898.1_U47	76739	78999
NC_000898.1	NC_000898.1_U48	79260	81349
NC_000898.1	NC_000898.1_U49	81508	84700
NC_000898.1	NC_000898.1_U50	82043	84700
NC_000898.1	NC_000898.1_U51	83808	84713
NC_000898.1	NC_000898.1_U52	84731	85508
NC_000898.1	NC_000898.1_U53	85515	87101
NC_000898.1	NC_000898.1_U54	87302	88715
NC_000898.1	NC_000898.1_U55	87302	90271
NC_000898.1	NC_000898.1_U56	87302	91162
NC_000898.1	NC_000898.1_U57	87302	95201
NC_000898.1	NC_000898.1_U58	95213	98813
NC_000898.1	NC_000898.1_U59	97528	98813
NC_000898.1	NC_000898.1_U6	15603	15809
NC_000898.1	NC_000898.1_U62	99716	102891
NC_000898.1	NC_000898.1_U63	99921	102891
NC_000898.1	NC_000898.1_U64	100555	102891
NC_000898.1	NC_000898.1_U65	101840	102891
NC_000898.1	NC_000898.1_U66	97675	103784
NC_000898.1	NC_000898.1_U67	103756	108584
NC_000898.1	NC_000898.1_U68	104817	108584
NC_000898.1	NC_000898.1_U69	105164	106855
NC_000898.1	NC_000898.1_U7	14071	16959
NC_000898.1	NC_000898.1_U70	106863	108584
NC_000898.1	NC_000898.1_U71	108266	108584
NC_000898.1	NC_000898.1_U72	108543	109627
NC_000898.1	NC_000898.1_U73	109640	114005
NC_000898.1	NC_000898.1_U74	111951	114005
NC_000898.1	NC_000898.1_U75	113880	114723
NC_000898.1	NC_000898.1_U76	113880	116620
NC_000898.1	NC_000898.1_U77	116415	121207
NC_000898.1	NC_000898.1_U79	121486	123207
NC_000898.1	NC_000898.1_U8	14071	18198
NC_000898.1	NC_000898.1_U81	123109	123917
NC_000898.1	NC_000898.1_U82	123207	124745
NC_000898.1	NC_000898.1_U83	124821	125302
NC_000898.1	NC_000898.1_U84	125259	126296
NC_000898.1	NC_000898.1_U85	125259	127202
NC_000898.1	NC_000898.1_U86	127307	131901
NC_000898.1	NC_000898.1_U9	18151	18493
NC_000898.1	NC_000898.1_U90	134769	138436
NC_000898.1	NC_000898.1_U91	138591	140054
NC_000898.1	NC_000898.1_U94	142886	144565
NC_000898.1	NC_000898.1_U95	144640	148617
NC_000898.1	NC_000898.1_id-NC_000898.1:1..8793	1	8793
NC_000898.1	NC_000898.1_id-NC_000898.1:102886..102891	102886	102891
NC_000898.1	NC_000898.1_id-NC_000898.1:108564..108569	108564	108569
NC_000898.1	NC_000898.1_id-NC_000898.1:108579..108584	108579	108584
NC_000898.1	NC_000898.1_id-NC_000898.1:113880..113885	113880	113885
NC_000898.1	NC_000898.1_id-NC_000898.1:114000..114005	114000	114005
NC_000898.1	NC_000898.1_id-NC_000898.1:121202..121207	121202	121207
NC_000898.1	NC_000898.1_id-NC_000898.1:123109..123114	123109	123114
NC_000898.1	NC_000898.1_id-NC_000898.1:123202..123207	123202	123207
NC_000898.1	NC_000898.1_id-NC_000898.1:125259..125264	125259	125264
NC_000898.1	NC_000898.1_id-NC_000898.1:125297..125302	125297	125302
NC_000898.1	NC_000898.1_id-NC_000898.1:129046..129681	129046	129681
NC_000898.1	NC_000898.1_id-NC_000898.1:133501..133863	133501	133863
NC_000898.1	NC_000898.1_id-NC_000898.1:133982..134076	133982	134076
NC_000898.1	NC_000898.1_id-NC_000898.1:140082..142691	140082	142691
NC_000898.1	NC_000898.1_id-NC_000898.1:14071..14076	14071	14076
NC_000898.1	NC_000898.1_id-NC_000898.1:18151..18156	18151	18156
NC_000898.1	NC_000898.1_id-NC_000898.1:26168..26173	26168	26173
NC_000898.1	NC_000898.1_id-NC_000898.1:29440..29445	29440	29445
NC_000898.1	NC_000898.1_id-NC_000898.1:32096..32101	32096	32101
NC_000898.1	NC_000898.1_id-NC_000898.1:38003..38008	38003	38008
NC_000898.1	NC_000898.1_id-NC_000898.1:3912..3917	3912	3917
NC_000898.1	NC_000898.1_id-NC_000898.1:3938..3942	3938	3942
NC_000898.1	NC_000898.1_id-NC_000898.1:3968..3974	3968	3974
NC_000898.1	NC_000898.1_id-NC_000898.1:3983..3988	3983	3988
NC_000898.1	NC_000898.1_id-NC_000898.1:40123..40128	40123	40128
NC_000898.1	NC_000898.1_id-NC_000898.1:52535..52540	52535	52540
NC_000898.1	NC_000898.1_id-NC_000898.1:52555..52560	52555	52560
NC_000898.1	NC_000898.1_id-NC_000898.1:57620..57625	57620	57625
NC_000898.1	NC_000898.1_id-NC_000898.1:57630..57635	57630	57635
NC_000898.1	NC_000898.1_id-NC_000898.1:59..353	59	353
NC_000898.1	NC_000898.1_id-NC_000898.1:69965..69970	69965	69970
NC_000898.1	NC_000898.1_id-NC_000898.1:75210..75215	75210	75215
NC_000898.1	NC_000898.1_id-NC_000898.1:76645..76650	76645	76650
NC_000898.1	NC_000898.1_id-NC_000898.1:76739..76744	76739	76744
NC_000898.1	NC_000898.1_id-NC_000898.1:79260..79265	79260	79265
NC_000898.1	NC_000898.1_id-NC_000898.1:8250..8711	8250	8711
NC_000898.1	NC_000898.1_id-NC_000898.1:84695..84700	84695	84700
NC_000898.1	NC_000898.1_id-NC_000898.1:87302..87307	87302	87307
NC_000898.1	NC_000898.1_id-NC_000898.1:9315..9510	9315	9510
NC_000898.1	NC_000898.1_id-NC_000898.1:9515..9520	9515	9520
NC_000898.1	NC_000898.1_id-NC_000898.1:98808..98813	98808	98813
NC_001716.2	NC_001716.2_DR1	4466	7878
NC_001716.2	NC_001716.2_DR6	6509	7878
NC_001716.2	NC_001716.2_U10	18829	20296
NC_001716.2	NC_001716.2_U100	140249	143000
NC_001716.2	NC_001716.2_U11	20187	22470
NC_001716.2	NC_001716.2_U12	22566	23707
NC_001716.2	NC_001716.2_U13	23742	26151
NC_001716.2	NC_001716.2_U14	24106	26151
