"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"SRR24186784"	"1"	"PRJNA955802"	"SAMN34192067"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329753"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984220"	"p21_U2OS2.5"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name_sam"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"298"	"1927"	"2888"	"217073"	"37"	"92884"	"721"	"3718348"	"NextSeq 550"	"PAIRED"	"size fractionation"	"GENOMIC"	"p21_U2OS2.5"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"36"	"286"	"93"	"Viral"	"2022-05-01"	"104"	"1"	"1"	"1"	"1"
"SRR8723619"	"1"	"PRJNA526899"	"SAMN11119558"	"The CCCTC binding factor, CTRL2, controls heterochromatin deposition and the establishment of HSV-1 latency in vivo"	"The cellular insulator  CCCTC-binding factor (CTCF) plays a role in HSV-1 latency through the establishment of chromatin boundaries. We previously found that the CTRL2 regulatory element downstream from the LAT enhancer  is bound by CTCF during latency and undergoes CTCF eviction at early times post-reactivation in mice latent with 17Syn+ . It has been previously shown that the CTRL2 binding domain is a functional insulator with both enhancer-blocking and silencing capabilities. Considering these findings, we hypothesized that the CTRL2 site plays a key role in regulating latent HSV-1 gene expression. To test this, we used a mutant virus with a 135 bp deletion spanning only the core CTRL2 domain (DCTRL2) in the 17Syn+ background. Following ocular infection of mice, we found significant differences between DCTRL2 and wild-type virus during the acute infection and latency. Notably, mouse mortalities were significantly higher in the DCTRL2 virus compared to the 17Syn+, while lower viral genomes were found after latency indicating that deletion of CTRL2 site disrupted latency establishment.  This fact, coupled with increased LAT intron and VP16 expression indicated that the establishment of latency was disrupted in the DCTRL2 mutant. These data provide evidence that chromatin domains of the latent HSV-1 genome are in part maintained by the CTRL2 binding.Overall design: 4-6 weeks of age BALB/c mice were anesthetized using intramuscular injections of ketamine and xylazine infected with 2 different strains of HSV1 (WT and DeltaCTRL2) in the corneal epithelium. (ChIP-seq) was performed using trigeminal ganglia (TG) from three mice."	""	"SRS4484240"	"ChIP-Seq"	"GEO"	"SRX5516846"	"GSM3669471"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"160"	"1074672"	"3848"	"90169665"	"100"	"7176320"	"1936"	"459887946"	"Illumina HiSeq 2500"	"PAIRED"	"ChIP"	"GENOMIC"	""	"ILLUMINA"	"SRP188364"	"2019-04-05T00:00:00"	"1318"	"202"	"3394"	""	""	"0"	""	""	""	""
"SRR8723623"	"1"	"PRJNA526899"	"SAMN11119554"	"The CCCTC binding factor, CTRL2, controls heterochromatin deposition and the establishment of HSV-1 latency in vivo"	"The cellular insulator  CCCTC-binding factor (CTCF) plays a role in HSV-1 latency through the establishment of chromatin boundaries. We previously found that the CTRL2 regulatory element downstream from the LAT enhancer  is bound by CTCF during latency and undergoes CTCF eviction at early times post-reactivation in mice latent with 17Syn+ . It has been previously shown that the CTRL2 binding domain is a functional insulator with both enhancer-blocking and silencing capabilities. Considering these findings, we hypothesized that the CTRL2 site plays a key role in regulating latent HSV-1 gene expression. To test this, we used a mutant virus with a 135 bp deletion spanning only the core CTRL2 domain (DCTRL2) in the 17Syn+ background. Following ocular infection of mice, we found significant differences between DCTRL2 and wild-type virus during the acute infection and latency. Notably, mouse mortalities were significantly higher in the DCTRL2 virus compared to the 17Syn+, while lower viral genomes were found after latency indicating that deletion of CTRL2 site disrupted latency establishment.  This fact, coupled with increased LAT intron and VP16 expression indicated that the establishment of latency was disrupted in the DCTRL2 mutant. These data provide evidence that chromatin domains of the latent HSV-1 genome are in part maintained by the CTRL2 binding.Overall design: 4-6 weeks of age BALB/c mice were anesthetized using intramuscular injections of ketamine and xylazine infected with 2 different strains of HSV1 (WT and DeltaCTRL2) in the corneal epithelium. (ChIP-seq) was performed using trigeminal ganglia (TG) from three mice."	""	"SRS4484244"	"ChIP-Seq"	"GEO"	"SRX5516850"	"GSM3669475"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"198"	"1753980"	"8215"	"245148805"	"91"	"17100058"	"2223"	"1129695703"	"Illumina HiSeq 2500"	"PAIRED"	"ChIP"	"GENOMIC"	""	"ILLUMINA"	"SRP188364"	"2019-04-05T00:00:00"	"2145"	"202"	"5608"	""	""	"0"	""	""	""	""
"SRR18130650"	"1"	"PRJNA809186"	"SAMN26149592"	"ATAC-seq of ICP0-RF mutant HSV-1 (strain 17) infection in WT and IFI16-KO HFF-1 cells"	"WT and IFI6-KO HFF-1 cells were infected with an ICP0-RF mutant HSV-1 at an MOI of 10 PFU/cell for one, three, or six hours. ATAC-seq was performed, and Illumina libraries were generated. Sequencing was performed at the Princeton University Genomics Core Facility on a NovaSeq 6000 to generate 50 bp paired-end reads."	""	"SRS12096851"	"ATAC-seq"	"PRINCETON UNIVERSITY"	"SRX14278749"	"ATAC-seq timecourse"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"79"	"736049"	"4235"	"45294799"	"49"	"16775137"	"747"	"778442369"	"Illumina NovaSeq 6000"	"PAIRED"	"PCR"	"GENOMIC"	"3 hpi IFI16-KO_1"	"ILLUMINA"	"SRP361329"	"2022-02-24T00:00:00"	"1158"	"122"	"3748"	"Pathogen.cl"	""	"0"	""	""	""	""
"SRR24186785"	"1"	"PRJNA955802"	"SAMN34192066"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329752"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984219"	"p21_U2OS1.5"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"36"	"464981"	"11486"	"20982939"	"35"	"4403321"	"1409"	"178869701"	"NextSeq 550"	"PAIRED"	"size fractionation"	"GENOMIC"	"p21_U2OS1.5"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"1862"	"294"	"4777"	"Viral"	"2022-05-01"	"104"	"1"	"1"	"1"	"1"
"SRR10416493"	"1"	"PRJNA588169"	"SAMN13229365"	"Chromatin-associated RNA of HSV-1 infected primary human fibroblasts including infection with vhs mutants"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type herpes simplex virus 1 (HSV-1) strain 17 or its vhs null mutant, or with BAC-derived viruses expressing either a wild-type or catalytically inactive vhs with the D195N mutation at a multiplicity of infection (MOI) of 10. Chromatin-associated RNA was prepared and subjected to RNA-seq.Overall design: HFF were infected with HSV-1 strain 17, its vhs-null mutant, BAC-derived strain 17 (WT-BAC), or BAC-derived strain 17 with the vhsD195N mutation (WT-BAC VhsD195N) for 8h (or mock). Chromatin-associated RNA was prepared combining the following two protocols (PMID: 19656867, RNA 2009; and PMID: 23449254, Nature Protocols 2013) as described in Hennig et al., PLoS Pathogens 2018 (https://doi.org/10.1371/journal.ppat.1006954). Two independent biological replicates were analysed."	"PubMed:33148793"	"SRS5625531"	"RNA-Seq"	"GEO"	"SRX7114686"	"GSM4153506"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"228"	"726482"	"9568"	"91356050"	"68"	"9542833"	"1981"	"544642840"	"NextSeq 500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP229076"	"2020-10-26T00:00:00"	"1614"	"76"	"4433"	""	""	"0"	""	""	""	""
"SRR5765682"	"1"	"PRJNA392299"	"SAMN07290464"	"ATAC-seq on HSV-1 infected primary human fibroblasts (time course)"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. ATAC-seq libraries were prepared starting with 50,000 cells per condition following the protocol described by Buenrostro et al., Nature Methods 2013Overall design: HFF were infected with HSV-1 strain 17 for 0 to 8 h post infection. ATAC-seq samples were prepared at the indicated times of infection. Two independent biological replicates were analyzed."	"PubMed:29579120,40130876"	"SRS2322717"	"ATAC-seq"	"GEO"	"SRX2965238"	"GSM2688942"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"57"	"192307"	"1872"	"11075889"	"49"	"4866062"	"854"	"229627638"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP110695"	"2018-03-08T00:00:00"	"607"	"139"	"1313"	""	""	"0"	""	""	""	""
"SRR8526713"	"1"	"PRJNA520853"	"SAMN10868652"	"Single cell analysis of HSV-1 infection reveals anti-viral and developmental programs are activated in distinct sub-populations with opposite outcomes"	"Viral infection is usually studied at the population level by averaging over millions of cells. However, infection at the single-cell level is highly heterogeneous, where most infected cells give rise to none or few viral progeny while some cells produce thousands. Analysis of HSV-1 infection by population averaged measurements has taught us a lot about the course of viral infection, but has also produced contradictory results, such as the concurrent activation and inhibition of type I interferon signaling during infection. Here, we combine live-cell imaging and single-cell RNA sequencing to characterize viral and host transcriptional heterogeneity during HSV-1 infection of primary human cells. We find extreme variability in the level of viral gene expression among individually infected cells and show that they cluster into transcriptionally distinct sub-populations. We find that anti-viral signaling is initiated in a rare group of abortively infected cells, while highly infected cells undergo cellular reprogramming to an embryonic-like transcriptional state. This reprogramming includes the re-localization of b-catenin into the host nucleus and viral replication compartments and is required for late viral gene expression and progeny production. These findings uncover the transcriptional differences in cells with variable infection outcomes and shed new light on the manipulation of host pathways by HSV-1.Overall design: HDFn cells mock-infeted, infected with wt HSV-1 or dICP0 HSV-1 for 5 hours. drop-seq data for single-cell RNA-sequncing as well as bulk RNA-seq of sorted cell population (ICP4 positive or negative in each experimet, in duplicates)"	"PubMed:31090537"	"SRS4324100"	"RNA-Seq"	"GEO"	"SRX5329524"	"GSM3589654"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"515"	"44169"	"7694"	"12735946"	"50"	"1266666"	"2509"	"70033896"	"Illumina HiSeq 4000"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP183453"	"2019-04-26T00:00:00"	"449"	"50"	"1237"	""	""	"0"	""	""	""	""
"SRR20614563"	"1"	"PRJNA861940"	"SAMN29933640"	"HSV-1 exploits host heterochromatin for egress [RNA-seq]"	"Herpes simplex virus replicates and forms progeny in the nucleus where it must overcome host chromatin to establish a successful infection. During lytic infection, newly formed viral capsids navigate through heterochromatin channels at the nuclear periphery to egress out of the nucleus. In uninfected cells, specific histone marks such as trimethylation on histone H3 lysine 27 (H3K27me3) and the histone variant macroH2A1 delineate heterochromatin regions, or repressed chromatin, that are predominantly located in the nuclear periphery. We examined these markers during HSV-1 lytic infection in primary cells and discovered a striking increase in the levels of macroH2A1 and H3K27me3. Here, we demonstrate that the loss of macroH2A1 results in significantly lower viral titers but does not impair viral transcription, protein production, or replication. By inhibiting the deposition of H3K27me3 by EZH2, we further show that reduction of H3K27me3 also leads to a significant decrease in viral titers. Through chromatin profiling via Cleavage Under Targets and tagmentation (CUT&Tag) of macroH2A1 and H3K27me3, we define the specific chromatin regions that change dynamically during HSV-1 lytic infection and show that regions with increased macroH2A1 and H3K27me3 correlate with decreased host transcription as measured by RNA-seq. Furthermore, we find by electron microscopy that loss of macroH2A1 results in reduced heterochromatin at the nuclear periphery and significantly more viral capsids trapped in the nuclear compartment. Using both high and low shedding clinical isolates of HSV-1, we similarly find that HSV-1 titers are significantly reduced in the absence of macroH2A1. Our work demonstrates that HSV-1 takes advantage of the dynamic nature of host heterochromatin formation during infection for efficient viral egress from the nuclear compartment.Overall design: mRNA sequencing during lytic Herpes Simplex Virus-1 infection in human foreskin fibroblasts knocked out for histone variant macroH2A1 and wild-type human foreskin fibroblasts"	""	"SRS14272862"	"RNA-Seq"	"FRED HUTCHINSON CANCER RESEARCH CENTER"	"SRX16638365"	"GSM6381578"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"79"	"580544"	"3983"	"35960761"	"36"	"7467375"	"767"	"298370077"	"Illumina NovaSeq 6000"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	"GSM6381578"	"ILLUMINA"	"SRP387920"	"2023-07-01T00:00:00"	"2441"	"200"	"8246"	""	""	"0"	""	""	""	""
"SRR24186760"	"1"	"PRJNA955802"	"SAMN34192016"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329776"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984244"	"p1-U2OS2.3"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"153"	"434658"	"3189"	"30333480"	"83"	"4521137"	"1110"	"286663390"	"Illumina HiSeq 2500"	"PAIRED"	"size fractionation"	"GENOMIC"	"p1-U2OS2.3"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"664"	"243"	"1880"	"Viral"	"2021-01-01"	"104"	"1"	"1"	"1"	"1"
"SRR8889192"	"1"	"PRJNA532584"	"SAMN11404318"	"Total and newly transcribed (4sU-RNA) RNA of primary human fibroblasts infected with the vhs-null mutant of HSV-1"	"Primary human foreskin fibroblasts (HFF) were infected with vhs-null mutant of HSV-1 strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013.Overall design: Primary human foreskin fibroblasts (HFF) were infected with the vhs-null mutant of HSV-1 strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013 and Rutkowski et al. 2015."	"PubMed:33148793"	"SRS4616949"	"RNA-Seq"	"GEO"	"SRX5674890"	"GSM3720793"	"Homo sapiens"	""	""	""	""	"infection with"	"herpes simplex"	"herpes simplex"	"DOID_8566"	""	""	""	""	"176"	"287998"	"7010"	"22942901"	"50"	"4013681"	"1601"	"198377719"	"NextSeq 500"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP192356"	"2020-10-26T00:00:00"	"913"	"150"	"2228"	""	""	"0"	""	""	""	""
"SRR8889175"	"1"	"PRJNA532584"	"SAMN11404297"	"Total and newly transcribed (4sU-RNA) RNA of primary human fibroblasts infected with the vhs-null mutant of HSV-1"	"Primary human foreskin fibroblasts (HFF) were infected with vhs-null mutant of HSV-1 strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013.Overall design: Primary human foreskin fibroblasts (HFF) were infected with the vhs-null mutant of HSV-1 strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013 and Rutkowski et al. 2015."	"PubMed:33148793"	"SRS4616939"	"RNA-Seq"	"GEO"	"SRX5674880"	"GSM3720783"	"Homo sapiens"	""	""	""	""	"infection with"	"herpes simplex"	"herpes simplex"	"DOID_8566"	""	""	""	""	"590"	"345255"	"12139"	"55057364"	"47"	"6634478"	"2124"	"321589052"	"NextSeq 500"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP192356"	"2020-10-26T00:00:00"	"2971"	"150"	"7978"	""	""	"0"	""	""	""	""
"SRR24186733"	"1"	"PRJNA955802"	"SAMN34192041"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329804"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984271"	"p12_HFF2.5"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name_sam"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"34"	"1057808"	"43828"	"45195321"	"34"	"6893106"	"5484"	"265976279"	"NextSeq 550"	"PAIRED"	"size fractionation"	"GENOMIC"	"p12_HFF2.5"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"2448"	"278"	"6199"	"Viral"	"2022-05-01"	"104"	"1"	"1"	"1"	"1"
"SRR8889176"	"1"	"PRJNA532584"	"SAMN11404296"	"Total and newly transcribed (4sU-RNA) RNA of primary human fibroblasts infected with the vhs-null mutant of HSV-1"	"Primary human foreskin fibroblasts (HFF) were infected with vhs-null mutant of HSV-1 strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013.Overall design: Primary human foreskin fibroblasts (HFF) were infected with the vhs-null mutant of HSV-1 strain 17 at a multiplicity of infection (MOI) of 10. Newly transcribed RNA was labelled by adding 500µM 4-thiouridine (4sU) to the cell culture media for 1h. Total cellular RNA was isolated using Trizol. Newly transcribed RNA was purified following the protocol described in Raedle et al. JoVE 2013 and Rutkowski et al. 2015."	"PubMed:33148793"	"SRS4616940"	"RNA-Seq"	"GEO"	"SRX5674881"	"GSM3720784"	"Homo sapiens"	""	""	""	""	"infection with"	"herpes simplex"	"herpes simplex"	"DOID_8566"	""	""	""	""	"242"	"846345"	"8326"	"75557251"	"50"	"7588797"	"2400"	"376203513"	"NextSeq 500"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP192356"	"2020-10-26T00:00:00"	"3128"	"150"	"8437"	""	""	"0"	""	""	""	""
"SRR24186786"	"1"	"PRJNA955802"	"SAMN34192065"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329751"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984218"	"p21_HFF2.5"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name"	"{""geo_loc_name_sam"": [34.80863, 32.08413], ""geo_loc_name_country_calc"": [""35.21873"", ""31.78003""]}"	""	""	""	""	""	""	""	""	"33"	"1568784"	"4543"	"58648390"	"33"	"9186409"	"1967"	"332521472"	"NextSeq 550"	"PAIRED"	"size fractionation"	"GENOMIC"	"p21_HFF2.5"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"4175"	"289"	"10563"	"Viral"	"2022-05-01"	"104"	"1"	"1"	"1"	"1"
"SRR8186994"	"1"	"PRJNA505045"	"SAMN10414406"	"Dual transcriptomic analysis of HSV1 infected primary human fibroblasts (HFFF) in the presence and absence of VP22"	"Dual transcriptomic analysis of HSV1 infected primary fibroblasts to determine the changes in the virus and cell transcriptome over time. This was carried out in the presence and the absence of the virus-encoded protein VP22. Cells left uninfected or infected with Wt (strain 17) and deltaVP22 viruses were sampled at 4 and 12 hours after infection and subjected to RNAseq."	"PMC:7347551"	"SRS4040865"	"RNA-Seq"	"UNIVERSITY OF SURREY"	"SRX5006837"	"Wt-HF-12-ERCC"	"Human alphaherpesvirus 1"	""	""	""	""	"host_disease"	"herpes simplex"	"herpes simplex"	"DOID_8566"	""	""	""	""	"628"	"932"	"4812"	"259811"	"34"	"1546049"	"191"	"52827885"	"NextSeq 550"	"PAIRED"	"Oligo-dT"	"TRANSCRIPTOMIC"	"Wt-ERCC-3"	"ILLUMINA"	"SRP168592"	"2018-11-14T00:00:00"	"813"	"68"	"2567"	"Pathogen.cl"	""	"0"	""	""	""	""
"SRR24186821"	"1"	"PRJNA955802"	"SAMN34192055"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329716"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984183"	"p15_U2OS2.5"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name_sam"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"179"	"1612923"	"9751"	"172793646"	"90"	"10225977"	"2424"	"660233581"	"NextSeq 550"	"PAIRED"	"size fractionation"	"GENOMIC"	"p15_U2OS2.5"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"1664"	"264"	"4261"	"Viral"	"2022-05-01"	"104"	"1"	"1"	"1"	"1"
"SRR5762379"	"1"	"PRJNA392164"	"SAMN07284062"	"Subcellular RNA fractions of HSV-1 infected primary human fibroblasts"	"Primary human foreskin fibroblasts (HFF) were infected with wild-type simplex virus 1 (HSV-1) strain 17 at a multiplicity of infection (MOI) of 10. Subcellular RNA fractions including total RNA, cytoplasmic RNA, nucleoplasmic RNA and chromatin-associated RNA were prepared and subjected to RNA-seqOverall design: HFF were infected with HSV-1 strain 17 for 8h (or mock). Subcellular RNA fractions were prepared combinig the following two protocols (PMID: 19656867, RNA 2009; and PMID: 23449254, Nature Protocols 2013). Two independent biological replicates were analysed."	"PubMed:40130876,29579120"	"SRS2318878"	"RNA-Seq"	"GEO"	"SRX2962099"	"GSM2687378"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"244"	"1977155"	"6701"	"230529918"	"70"	"13645459"	"3618"	"825736215"	"NextSeq 500"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP110623"	"2018-03-08T00:00:00"	"1906"	"152"	"5566"	""	""	"0"	""	""	""	""
"SRR24186799"	"1"	"PRJNA955802"	"SAMN34191988"	"Shared Sequence Characteristics Identified in Non-Canonical Rearrangements of HSV-1 Genomes"	"To investigate genetic rearrangements in the double-stranded DNA genome of herpes simplex virus type-1 (HSV-1), the viral population was serially passaged in various cell types. The serial passaging led to formation of defective genomes, resulted from cell-specific non- canonical rearrangements (NCRs). Interestingly, we discovered shared sequence characteristics underlying the formation of these NCRs across all cell types. Moreover, most NCRs identified in clinical samples shared these characteristics. Based on our findings, we propose a model elucidating the formation of NCRs during viral replication within the nucleus of eukaryotic cells."	""	"SRS17329737"	"WGS"	"SCHOOL OF MEDICINE, TEL AVIV UNIVERSITY"	"SRX19984205"	"p18_HeLa2.2"	"Human alphaherpesvirus 1"	"34.80863"	"32.08413"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [35.21873, 31.78003], ""geo_loc_name"": [""34.80863"", ""32.08413""]}"	""	""	""	""	""	""	""	""	"172"	"2181256"	"4309"	"199489706"	"64"	"14535568"	"810"	"825022865"	"Illumina HiSeq 2500"	"PAIRED"	"size fractionation"	"GENOMIC"	"p18_HeLa2.2"	"ILLUMINA"	"SRP432903"	"2023-10-18T00:00:00"	"2494"	"269"	"6358"	"Viral"	"2020-07-01"	"104"	"1"	"1"	"1"	"1"
"SRR1106657"	"1"	"PRJNA61367"	"SAMN02582462"	"Broad miscellaneous virus genome sequencing project"	"This project was created to facilitate virus data submission by the Broad Institute and should be used when the virus being sequenced does not fit into a larger ""effort driven"" project."	""	"SRS529059"	"WGS"	"BI"	"SRX425412"	"PRJNA32415.KOSXZ45RP4"	"Viruses"	""	""	""	""	""	""	""	""	""	""	""	""	"34"	"410761"	"2981"	"14969192"	"33"	"9393127"	"786"	"329862668"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"Pond-230510"	"ILLUMINA"	"SRP007368"	"2014-01-12T00:00:00"	"2520"	"202"	"4777"	""	""	"0"	""	""	""	""
