"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"SRR4019625"	"1"	"PRJNA338650"	"SAMN05560325"	"Cell responses to dysregulated VZV-induced cell-cell fusion"	"The highly conserved herpesvirus glycoprotein complex, gB/gH-gL, mediates membrane fusion during virion entry and cell-cell fusion.  Varicella-zoster virus (VZV) characteristically forms multi-nucleated cells, or syncytia, during the infection of human tissues but little is known about this process.  The cytoplasmic domain of VZV gB (gBcyt) has been implicated in cell-cell fusion regulation because a gB[Y881F] substitution causes hyperfusion.  The gBcyt regulation is necessary for VZV pathogenesis as the hyperfusogenic mutant gB[Y881F] is severely attenuated in human skin xenografts.  In this study, gBcyt regulated fusion was investigated by comparing melanoma cells infected with wild type-like VZV or hyperfusogenic mutants.  The gB[Y881F] mutant exhibited dramatically accelerated syncytia formation in melanoma cells caused by fusion of infected cells with many uninfected cells, increased cytoskeleton reorganization and rapid displacement of nuclei to dense central structures when compared to pOka using live cell confocal microscopy.  VZV and human transcriptomes were concurrently investigated using RNA-seq to identify viral and cellular responses induced when the gBcyt regulation was disrupted by the gB[Y881F] substitution.  The expression of four vital VZV genes, ORF61 and glycoproteins, gC, gE and gI, was significantly reduced at 36 hours post infection for the hyperfusogenic mutants.  Importantly, hierarchical clustering demonstrated an association of differential gene expression with dysregulated gBcyt-mediated fusion.  A subset of Ras GTPase genes linked to membrane remodeling were upregulated in cells infected with the hyperfusogenic mutants.  These data implicate the gBcyt in the regulation gB fusion function that, if unmodulated, triggers cellular processes leading to hyperfusion that attenuates VZV infection.Overall design: Biological duplicates from 3 time points (12, 24 and 36 hours post infection) of uninfected MeWo cells or MeWo cells infected with varicella-zoster virus strain pOka or mutants gB[Y881F], gB[Y920F] or gB[Y881/920F]"	"PubMed:27795423"	"SRS1610269"	"RNA-Seq"	"GEO"	"SRX2013146"	"GSM2267759"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"615"	"39392"	"8231"	"13620172"	"55"	"932546"	"3455"	"55043942"	"Illumina HiSeq 2000"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP081284"	"2017-03-01T00:00:00"	"575"	"51"	"916"	""	""	"0"	""	""	""	""
"SRR23991655"	"1"	"PRJNA949617"	"SAMN33950833"	"Lack of strong innate immune reactivity renders macrophages alone unable to control productive Varicella-Zoster Virus infection in an isogenic human iPSC-derived neuronal co-culture model."	"With Varicella-Zoster Virus (VZV) being an exclusive human pathogen, human induced pluripotent stem cell (hiPSC)-derived neural cell culture models are an emerging tool to investigate VZV neuro-immune interactions. Using a compartmentalized hiPSC-derived neuronal model allowing axonal VZV infection, we previously demonstrated that paracrine interferon (IFN)-α2 signalling is required to activate a broad spectrum of interferon-stimulated genes able to counteract a productive VZV infection in hiPSC-neurons. In this new study, we now investigated whether innate immune signalling by VZV-challenged macrophages was able to orchestrate an antiviral immune response in VZV-infected hiPSC-neurons. In order to establish an isogenic hiPSC-neuron / hiPSC-macrophage co-culture model, hiPSC-macrophages were generated and characterised for phenotype, gene expression, cytokine production and phagocytic capacity. Even though immunological competence of hiPSC-macrophages was shown following stimulation with the VZV mimic poly(dA:dT) or treatment with IFN-α2, hiPSC-macrophages in co-culture with VZV-infected hiPSC-neurons were unable to mount an antiviral immune response capable of suppressing a productive neuronal VZV infection. Subsequently, a comprehensive RNA-Seq analysis confirmed the lack of strong immune responsiveness by hiPSC-neurons and hiPSC-macrophages upon, respectively, VZV infection or challenge. This may suggest the need of other cell types, like T-cells or other innate immune cells, to (co-)orchestrate an efficient antiviral immune response against VZV-infected neurons.Overall design: We generated bulk RNA-seq samples from both hiPSC-neurons and hiPSC-macrophages, stimulated with the pro-inflammatory pdAT or cell-free VZV-eGFP/ORF23."	"PubMed:37287975"	"SRS17157614"	"RNA-Seq"	"VACCINE AND INFECTIOUS DISEASE INSTITUTE (VAXINFECTIO), UNIVERSITY OF ANTWERP"	"SRX19795192"	"GSM7120118"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"32"	"74653"	"613"	"2721531"	"32"	"374765"	"391"	"13598644"	"NextSeq 500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	"GSM7120118"	"ILLUMINA"	"SRP429741"	"2023-04-19T00:00:00"	"20"	"149"	"48"	""	""	"0"	""	""	""	""
"SRR19738233"	"1"	"PRJNA850448"	"SAMN29182097"	"Transcriptional response to VZV infection is modulated by RNA Polymerase III in lung epithelial cell lines"	"Short interspersed nuclear elements (SINEs) are retrotransposons that generate exclusively double-stranded noncoding RNAs transcribed by the ancestral RNA polymerase III (Pol III), a multi-subunit polymerase. Although SINE ncRNAs are generally transcriptionally repressed, they can be induced in response to viral infections and can stimulate immune signaling pathways. Indeed, mutations in Pol III have been associated with poor antiviral interferon response following infection with varicella zoster virus (VZV). In this study, we probed the role of Pol III transcripts in the detection and initial immune response to VZV by characterizing the transcriptional response following VZV infection of wild type A549 lung epithelial cells as well as A549 cells lacking specific RNA sensor MAVS, or interferon-stimulated genes RNase L and PKR in presence or absence of functional RNA Pol III. Multiple components of the antiviral sensing and interferon signaling pathways were involved in restricting VZV replication in lung epithelial cells thus suggesting an innate defense system with built-in redundancy. In addition, RNase L deficiency led to a unique transcription profile indicating that RNA Pol III transcriptcs can act as immune sensors of VZV infection. Collectively, these findings suggest an essential role for RNA Pol III in the antiviral response to VZV infection."	"PMC:9359802"	"SRS13477242"	"RNA-Seq"	"UNIVERSITY OF KENTUCKY"	"SRX15784147"	"A549_TLR3KO"	"Homo sapiens"	""	""	""	""	""	""	""	""	"lung"	"tissue"	"lung"	"BTO_0000763"	"266"	"1196427"	"12503"	"196428543"	"84"	"7886265"	"2102"	"514739939"	"Illumina HiSeq 4000"	"PAIRED"	"cDNA"	"GENOMIC"	"TLR3-_siBrf1_Infected_-21"	"ILLUMINA"	"SRP382324"	"2022-07-12T00:00:00"	"1886"	"285"	"6256"	"Human"	""	"0"	""	""	""	""
"SRR13172719"	"1"	"PRJNA681411"	"SAMN16953321"	"Clinical sample from VZV patients"	"metagenomics on clinical sample collected from VZV patients in China"	"PMC:8260771"	"SRS7813954"	"OTHER"	"CHINA CENTERS FOR DISEASE CONTROL AND PREVENTION"	"SRX9611067"	"SD14"	"human metagenome"	""	""	""	""	""	""	""	""	"throat"	"tissue"	"throat swab"	"BTO_0000828"	"375"	"22999583"	"10552"	"2473724128"	"47"	"138824470"	"3127"	"6992738330"	"Illumina NovaSeq 6000"	"PAIRED"	"RANDOM"	"METAGENOMIC"	"SD14"	"ILLUMINA"	"SRP295296"	"2022-12-31T00:00:00"	"13783"	"300"	"43323"	"Metagenome or environmental"	""	"0"	""	""	""	""
"SRR10017908"	"1"	"PRJNA561812"	"SAMN12628646"	"Kallikrein-mediated cytokeratin 10 degradation is required for VZV propagation in skin"	"Varicella Zoster Virus (VZV) is a skin-tropic virus that infects epidermal keratinocytes and causes chickenpox. Although common, VZV infection can be life-threatening particularly in the immunocompromised. Therefore, understanding VZV-keratinocyte interactions is important to find new treatments beyond vaccination and anti-viral drugs. In VZV- infected skin, Kallikrein 6 (KLK6), and the ubiquitin-ligase MDM2 are up-regulated concomitant with Keratin 10 (K10) down-regulation. MDM2 binds to K10 targeting it for degradation via the ubiquitin-proteasome pathway. Preventing K10 degradation reduced VZV propagation in culture and prevented epidermal disruption in skin explants. K10 knockdown induced expression of the nuclear receptor subfamily 4, group A, member 1 (NR4A1) and enhanced viral propagation in culture. NR4A1 knockdown prevented viral propagation in culture, reduced LC3 levels and increased LAMP2 expression. We therefore describe a novel drug-able pathway whereby MDM2 ubiquitinates and degrades K10 increasing NR4A1 expression allowing VZV replication and propagation."	""	"SRS5304777"	"RNA-Seq"	"UCL"	"SRX6755704"	"MeWo"	"Homo sapiens"	""	""	""	""	""	""	""	""	"skin"	"tissue"	"skin"	"BTO_0001253"	"309"	"45385"	"5418"	"7896434"	"41"	"3577575"	"873"	"149373037"	"NextSeq 550"	"PAIRED"	"Oligo-dT"	"TRANSCRIPTOMIC"	"pOka-V24-2"	"ILLUMINA"	"SRP219194"	"2019-08-26T00:00:00"	"876"	"83"	"2148"	"Human"	""	"0"	""	""	""	""
"ERR244052"	"1"	"PRJEB2768"	"SAMEA1709581"	"Herpesvirus_whole_genome_sequencing"	"Very little is known about genome diversity of herpesviruses and there are currently very few genome sequences in Genbank. Whole genome sequencing of large DNA viruses is complicated by the difficulty in separating virus DNA from human DNA. In this project we will address this issue by using Agilent SureSelect technology and Illumina deep sequencing to sequence several members of the herpesvirus family, including Epstein Barr virus (EBV, HHV4), Kaposi’s sarcoma associated herpesvirus (KSHV, HHV8) and varicella zoster virus (VZV, HHV3). We have designed custom baits to the available reference sequences and will use these to pull out virus sequence from host DNA and then Illumina sequence the captured virus DNA. The short read data will be assembled into a genome consensus sequence for each virus and importantly, allow analysis of virus minority species, which may be important for pathogenesis.  We will use a range of samples including DNA from cell lines latently infected with either EBV or KSHV or both viruses. These data will enable an initial estimation of genome diversity and highlight differences at the genetic level between EBV and KSHV from different cell lines. Further studies will generate herpesvirus genome sequences from clinical samples, including varicella, Kaposi’s sarcoma and nasopharyngeal carcinoma to investigate virus genetic diversity and pathogenic determinants.  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-lymphocryptovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-rhadinovirus  http://www.sanger.ac.uk/resources/downloads/viruses/herpesviridae-simplexvirus"	"PMC:11943181,8235469"	"ERS074881"	"WGS"	"SC"	"ERX218586"	"SAMEA1709581"	"Human alphaherpesvirus 3"	"-81.04537"	"33.99882"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"33"	"67756"	"842"	"2436591"	"35"	"1368067"	"277"	"51698483"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"2674273"	"ILLUMINA"	"ERP001026"	"2013-06-13T00:00:00"	"1205"	"200"	"2583"	""	""	"39"	"0.95"	"1"	"0.52"	"1"
"ERR4279420"	"1"	"PRJEB38829"	"SAMEA6999491"	"Decoding the architecture of the varicella-zoster virus transcriptome"	"Varicella-zoster virus (VZV), a double-stranded DNA virus, causes varicella, establishes lifelong latency in ganglionic neurons, and reactivates later in life to cause herpes zoster, commonly associated with chronic pain. The VZV genome is densely packed and produces multitudes of overlapping transcripts deriving from both strands. While 71 distinct open reading frames (ORFs) have thus far been experimentally defined, the full coding potential of VZV remains unknown. Here, we integrated multiple short-read RNA sequencing approaches with long-read direct RNA sequencing on RNA isolated from VZV-infected cells to provide a comprehensive reannotation of the lytic VZV transcriptome architecture. Through precise mapping of transcription start sites, splice junctions, and polyadenylation sites, we identified 136 distinct polyadenylated VZV RNAs that encode canonical ORFs, non-canonical ORFs, and ORF fusions, as well as putative non-coding RNAs (ncRNAs). Furthermore, we determined the kinetic class of all VZV transcripts and observed, unexpectedly, that transcripts encoding the ORF62 protein, previously designated as immediate-early, were expressed with late kinetics. Our work showcases the complexity of the VZV transcriptome and provides a comprehensive resource that will facilitate future functional studies of coding RNAs, ncRNAs, and the biological mechanisms underlying the regulation of viral transcription and translation during lytic VZV infection."	"PMC:7542360"	"ERS4767572"	"RNA-Seq"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX4232517"	"SAMEA6999491"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"414"	"492303"	"10384"	"87319997"	"43"	"10722371"	"2371"	"484458830"	"Illumina HiSeq 4000"	"PAIRED"	"Oligo-dT"	"TRANSCRIPTOMIC"	"EMC1-ARPE19-CHX-12-RNASeq"	"ILLUMINA"	"ERP122280"	"2020-08-01T00:00:00"	"2379"	"302"	"8178"	""	""	"26"	"0.99"	"1"	"0.82"	"1"
"SRR23991386"	"1"	"PRJNA949617"	"SAMN33950790"	"Lack of strong innate immune reactivity renders macrophages alone unable to control productive Varicella-Zoster Virus infection in an isogenic human iPSC-derived neuronal co-culture model."	"With Varicella-Zoster Virus (VZV) being an exclusive human pathogen, human induced pluripotent stem cell (hiPSC)-derived neural cell culture models are an emerging tool to investigate VZV neuro-immune interactions. Using a compartmentalized hiPSC-derived neuronal model allowing axonal VZV infection, we previously demonstrated that paracrine interferon (IFN)-α2 signalling is required to activate a broad spectrum of interferon-stimulated genes able to counteract a productive VZV infection in hiPSC-neurons. In this new study, we now investigated whether innate immune signalling by VZV-challenged macrophages was able to orchestrate an antiviral immune response in VZV-infected hiPSC-neurons. In order to establish an isogenic hiPSC-neuron / hiPSC-macrophage co-culture model, hiPSC-macrophages were generated and characterised for phenotype, gene expression, cytokine production and phagocytic capacity. Even though immunological competence of hiPSC-macrophages was shown following stimulation with the VZV mimic poly(dA:dT) or treatment with IFN-α2, hiPSC-macrophages in co-culture with VZV-infected hiPSC-neurons were unable to mount an antiviral immune response capable of suppressing a productive neuronal VZV infection. Subsequently, a comprehensive RNA-Seq analysis confirmed the lack of strong immune responsiveness by hiPSC-neurons and hiPSC-macrophages upon, respectively, VZV infection or challenge. This may suggest the need of other cell types, like T-cells or other innate immune cells, to (co-)orchestrate an efficient antiviral immune response against VZV-infected neurons.Overall design: We generated bulk RNA-seq samples from both hiPSC-neurons and hiPSC-macrophages, stimulated with the pro-inflammatory pdAT or cell-free VZV-eGFP/ORF23."	"PubMed:37287975"	"SRS17157681"	"RNA-Seq"	"VACCINE AND INFECTIOUS DISEASE INSTITUTE (VAXINFECTIO), UNIVERSITY OF ANTWERP"	"SRX19795259"	"GSM7120161"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"32"	"1159222"	"659"	"42358539"	"32"	"5766489"	"400"	"213998950"	"NextSeq 500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	"GSM7120161"	"ILLUMINA"	"SRP429741"	"2023-04-19T00:00:00"	"275"	"149"	"619"	""	""	"0"	""	""	""	""
"ERR6150247"	"1"	"PRJEB45678"	"SAMEA8946463"	"A Variant allele in Varicella-Zoster Virus Glycoprotein B, Selected during Production of the Varicella Vaccine, Contributes to its Attenuation"	"Attenuation of the live varicella Oka vaccine (vOka) has been attributed to mutations in the genome acquired during cell culture passage of pOka (parent strain); however, the precise mechanisms of attenuation remain unknown. Comparative sequence analyses of several vaccine batches showed that over 100 single-nucleotide polymorphisms (SNPs) are conserved across all vaccine batches; six SNPs are fixed or nearly fixed, suggesting that these SNPs are responsible for attenuation. By contrast, prior analysis of chimeric vOka and pOka recombinants indicates that loci other than these six SNPs contribute to attenuation. Here, we report that pOka consists of a heterogenous population of virus sequences with two nearly equally represented bases, G or A, at nucleotide 2096 of ORF31 which encodes glycoprotein B (gB) resulting in arginine (R) or glutamine (Q), respectively, at amino acid 699 of gB. While 2096A/699Q is dominant in vOka (99.99 to 100%). gB699Q/gH/gL showed significantly less fusion activity than gB699R/gH/gL in a cell-based fusion assay. Recombinant pOka with gB-669Q (rpOka-gB699Q) had a similar growth phenotype as vOka during lytic infection in cell culture; however, rpOka-gB699R showed a growth phenotype similar to pOka. rpOka-gB699R entered neurons from axonal terminals more efficiently than rpOka-gB699Q in the presence of cell membrane-derived vesicles containing gB. Strikingly, when a mixture of pOka with both alleles equally represented was used to infect human neurons from axon terminals, pOka with gB699R was dominant for virus entry. These results identify a variant allele in gB that contributes to attenuation of vOka."	"PMC:9426484"	"ERS6629237"	"WGS"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX5787071"	"SAMEA8946463"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"190"	"77436"	"1817"	"10020889"	"60"	"793841"	"706"	"42834889"	"NextSeq 550"	"PAIRED"	"RANDOM"	"GENOMIC"	"vOka_7d_reactivation_rep2"	"ILLUMINA"	"ERP129818"	"2021-10-04T00:00:00"	"416"	"401"	"705"	""	""	"26"	"0.99"	"1"	"0.82"	"1"
"ERR6053180"	"1"	"PRJEB45678"	"SAMEA8914202"	"A Variant allele in Varicella-Zoster Virus Glycoprotein B, Selected during Production of the Varicella Vaccine, Contributes to its Attenuation"	"Attenuation of the live varicella Oka vaccine (vOka) has been attributed to mutations in the genome acquired during cell culture passage of pOka (parent strain); however, the precise mechanisms of attenuation remain unknown. Comparative sequence analyses of several vaccine batches showed that over 100 single-nucleotide polymorphisms (SNPs) are conserved across all vaccine batches; six SNPs are fixed or nearly fixed, suggesting that these SNPs are responsible for attenuation. By contrast, prior analysis of chimeric vOka and pOka recombinants indicates that loci other than these six SNPs contribute to attenuation. Here, we report that pOka consists of a heterogenous population of virus sequences with two nearly equally represented bases, G or A, at nucleotide 2096 of ORF31 which encodes glycoprotein B (gB) resulting in arginine (R) or glutamine (Q), respectively, at amino acid 699 of gB. While 2096A/699Q is dominant in vOka (99.99 to 100%). gB699Q/gH/gL showed significantly less fusion activity than gB699R/gH/gL in a cell-based fusion assay. Recombinant pOka with gB-669Q (rpOka-gB699Q) had a similar growth phenotype as vOka during lytic infection in cell culture; however, rpOka-gB699R showed a growth phenotype similar to pOka. rpOka-gB699R entered neurons from axonal terminals more efficiently than rpOka-gB699Q in the presence of cell membrane-derived vesicles containing gB. Strikingly, when a mixture of pOka with both alleles equally represented was used to infect human neurons from axon terminals, pOka with gB699R was dominant for virus entry. These results identify a variant allele in gB that contributes to attenuation of vOka."	"PMC:9426484"	"ERS6597080"	"WGS"	"NEW YORK UNIVERSITY SCHOOL OF MEDICINE"	"ERX5692066"	"SAMEA8914202"	"Human alphaherpesvirus 3"	"-73.9743"	"40.7423"	"INSDC center name"	""	""	""	""	""	""	""	""	""	""	""	""	""	"33"	"35907526"	"483"	"1287772027"	"NextSeq 550"	"PAIRED"	"RANDOM"	"GENOMIC"	"pOka_BAC"	"ILLUMINA"	"ERP129818"	"2021-10-04T00:00:00"	"7350"	"302"	"17353"	""	""	"26"	"0.99"	"1"	"0.82"	"1"
"SRR4019624"	"1"	"PRJNA338650"	"SAMN05560326"	"Cell responses to dysregulated VZV-induced cell-cell fusion"	"The highly conserved herpesvirus glycoprotein complex, gB/gH-gL, mediates membrane fusion during virion entry and cell-cell fusion.  Varicella-zoster virus (VZV) characteristically forms multi-nucleated cells, or syncytia, during the infection of human tissues but little is known about this process.  The cytoplasmic domain of VZV gB (gBcyt) has been implicated in cell-cell fusion regulation because a gB[Y881F] substitution causes hyperfusion.  The gBcyt regulation is necessary for VZV pathogenesis as the hyperfusogenic mutant gB[Y881F] is severely attenuated in human skin xenografts.  In this study, gBcyt regulated fusion was investigated by comparing melanoma cells infected with wild type-like VZV or hyperfusogenic mutants.  The gB[Y881F] mutant exhibited dramatically accelerated syncytia formation in melanoma cells caused by fusion of infected cells with many uninfected cells, increased cytoskeleton reorganization and rapid displacement of nuclei to dense central structures when compared to pOka using live cell confocal microscopy.  VZV and human transcriptomes were concurrently investigated using RNA-seq to identify viral and cellular responses induced when the gBcyt regulation was disrupted by the gB[Y881F] substitution.  The expression of four vital VZV genes, ORF61 and glycoproteins, gC, gE and gI, was significantly reduced at 36 hours post infection for the hyperfusogenic mutants.  Importantly, hierarchical clustering demonstrated an association of differential gene expression with dysregulated gBcyt-mediated fusion.  A subset of Ras GTPase genes linked to membrane remodeling were upregulated in cells infected with the hyperfusogenic mutants.  These data implicate the gBcyt in the regulation gB fusion function that, if unmodulated, triggers cellular processes leading to hyperfusion that attenuates VZV infection.Overall design: Biological duplicates from 3 time points (12, 24 and 36 hours post infection) of uninfected MeWo cells or MeWo cells infected with varicella-zoster virus strain pOka or mutants gB[Y881F], gB[Y920F] or gB[Y881/920F]"	"PubMed:27795423"	"SRS1610278"	"RNA-Seq"	"GEO"	"SRX2013145"	"GSM2267758"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"618"	"42152"	"8206"	"14225319"	"57"	"913943"	"3484"	"55102564"	"Illumina HiSeq 2000"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP081284"	"2017-03-01T00:00:00"	"571"	"51"	"910"	""	""	"0"	""	""	""	""
"SRR19738291"	"1"	"PRJNA850448"	"SAMN29182094"	"Transcriptional response to VZV infection is modulated by RNA Polymerase III in lung epithelial cell lines"	"Short interspersed nuclear elements (SINEs) are retrotransposons that generate exclusively double-stranded noncoding RNAs transcribed by the ancestral RNA polymerase III (Pol III), a multi-subunit polymerase. Although SINE ncRNAs are generally transcriptionally repressed, they can be induced in response to viral infections and can stimulate immune signaling pathways. Indeed, mutations in Pol III have been associated with poor antiviral interferon response following infection with varicella zoster virus (VZV). In this study, we probed the role of Pol III transcripts in the detection and initial immune response to VZV by characterizing the transcriptional response following VZV infection of wild type A549 lung epithelial cells as well as A549 cells lacking specific RNA sensor MAVS, or interferon-stimulated genes RNase L and PKR in presence or absence of functional RNA Pol III. Multiple components of the antiviral sensing and interferon signaling pathways were involved in restricting VZV replication in lung epithelial cells thus suggesting an innate defense system with built-in redundancy. In addition, RNase L deficiency led to a unique transcription profile indicating that RNA Pol III transcriptcs can act as immune sensors of VZV infection. Collectively, these findings suggest an essential role for RNA Pol III in the antiviral response to VZV infection."	"PMC:9359802"	"SRS13477239"	"RNA-Seq"	"UNIVERSITY OF KENTUCKY"	"SRX15784089"	"A549_MAVSKO"	"Homo sapiens"	""	""	""	""	""	""	""	""	"lung"	"tissue"	"lung"	"BTO_0000763"	"223"	"1742399"	"7192"	"208904587"	"86"	"7524953"	"2147"	"494815700"	"Illumina HiSeq 4000"	"PAIRED"	"cDNA"	"GENOMIC"	"MAVS_Untransfected_Infected_-13"	"ILLUMINA"	"SRP382324"	"2022-07-12T00:00:00"	"1833"	"283"	"5997"	"Human"	""	"0"	""	""	""	""
"SRR23024391"	"1"	"PRJNA921818"	"SAMN32634557"	"Genome-wide comparison of varicella-zoster virus vaccines"	"In this study, a high throughput sequencing technology was utilized to obtain deep coverage for VZV genome in four commercial vaccines. Genetic variants in the vaccines were identified and compared to the reference genomes of Dumas, pOka, vOka, and MAV/06, allowing the tracing of origin of the variants."	""	"SRS16401491"	"WGS"	"AJOU UNIVERSITY"	"SRX18979893"	"MSD_rep3"	"Human alphaherpesvirus 3"	"126.99989"	"37.55886"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [126.99989, 37.55886], ""geo_loc_name"": [""126.99989"", ""37.55886""]}"	""	""	""	""	""	""	""	""	"177"	"6062534"	"5372"	"794938067"	"94"	"27890082"	"1948"	"1859559094"	"Illumina NovaSeq 6000"	"PAIRED"	"PCR"	"GENOMIC"	"MSD_rep3"	"ILLUMINA"	"SRP416618"	"2023-02-09T00:00:00"	"2364"	"302"	"6992"	"Viral"	"2022-08-01"	"11"	"1"	"1"	"1"	"1"
"ERR338421"	"1"	"PRJEB4204"	"SAMEA2146610"	"VZV infection of primary keratinocytes"	"Our aim was to investigate the interaction between epidermal differentiation and VZV infection.  By means of a calcium-induced keratinocyte differentiation model and RNA-seq we show VZV infection has a profound effect on differentiating keratinocytes and hijacks the normal process of epidermal gene expression to generate a signature resembling patterns of gene expression seen in both heritable and acquired skin-blistering disorders.  Analysis of the viral transcriptome provides evidence that VZV replication in skin is tightly linked to differentiation and critically, that late viral gene expression is associated with cellular differentiation.  The experiment was performed on human primary keratinocytes under four conditions: undifferentiated/uninfected,  uninfected/differentiated, VZV-infected/undifferentiated and VZV-infected/differentiated."	""	"ERS317029"	"RNA-Seq"	"UCL-Gen"	"ERX278705"	"SAMEA2146610"	"Homo sapiens"	"-0.13466"	"51.52462"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"334"	"6002"	"6003"	"1065493"	"36"	"3227132"	"188"	"116302739"	"Illumina Genome Analyzer IIx"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	"KCV2"	"ILLUMINA"	"ERP003467"	"2014-05-30T00:00:00"	"856"	"65"	"1254"	""	""	"17"	"0.95"	"1"	"0.5"	"1"
"SRR4098587"	"1"	"PRJNA324581"	"SAMN05713722"	"Clinical sequencing Metagenome Metagenomic assembly"	"Metagenomic sequencing of samplings from clinical infections. Sample types include stool, nasopharynx, skin, etc."	""	"SRS1658287"	"OTHER"	"THE GENOME INSTITUTE AT WASHINGTON UNIVERSITY SCHOOL OF MEDICINE"	"SRX2067124"	"H_LA-CC30.2-1"	"viral metagenome"	"-90.19956"	"38.62775"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-90.19956"", ""38.62775""]}"	""	""	""	""	""	""	""	""	"35"	"124306"	"2690"	"4818753"	"44"	"3995831"	"845"	"160004974"	"Illumina HiSeq 2500"	"PAIRED"	"Hybrid Selection"	"METAGENOMIC"	"H_LA-CC30.2-1"	"ILLUMINA"	"SRP083744"	"2017-09-01T00:00:00"	"2555"	"249"	"7960"	"Metagenome or environmental"	""	"8"	"0.9"	"1"	"0.58"	"1"
"SRR10017914"	"1"	"PRJNA561812"	"SAMN12628646"	"Kallikrein-mediated cytokeratin 10 degradation is required for VZV propagation in skin"	"Varicella Zoster Virus (VZV) is a skin-tropic virus that infects epidermal keratinocytes and causes chickenpox. Although common, VZV infection can be life-threatening particularly in the immunocompromised. Therefore, understanding VZV-keratinocyte interactions is important to find new treatments beyond vaccination and anti-viral drugs. In VZV- infected skin, Kallikrein 6 (KLK6), and the ubiquitin-ligase MDM2 are up-regulated concomitant with Keratin 10 (K10) down-regulation. MDM2 binds to K10 targeting it for degradation via the ubiquitin-proteasome pathway. Preventing K10 degradation reduced VZV propagation in culture and prevented epidermal disruption in skin explants. K10 knockdown induced expression of the nuclear receptor subfamily 4, group A, member 1 (NR4A1) and enhanced viral propagation in culture. NR4A1 knockdown prevented viral propagation in culture, reduced LC3 levels and increased LAMP2 expression. We therefore describe a novel drug-able pathway whereby MDM2 ubiquitinates and degrades K10 increasing NR4A1 expression allowing VZV replication and propagation."	""	"SRS5304777"	"RNA-Seq"	"UCL"	"SRX6755698"	"MeWo"	"Homo sapiens"	""	""	""	""	""	""	""	""	"skin"	"tissue"	"skin"	"BTO_0001253"	"337"	"47565"	"4522"	"9299905"	"41"	"3745507"	"716"	"156810230"	"NextSeq 550"	"PAIRED"	"Oligo-dT"	"TRANSCRIPTOMIC"	"pOka-V24-Nut3-3"	"ILLUMINA"	"SRP219194"	"2019-08-26T00:00:00"	"1001"	"83"	"2449"	"Human"	""	"0"	""	""	""	""
"SRR038595"	"1"	""	"SAMN00010554"	""	""	""	"SRS025539"	"AMPLICON"	"STANFORD UNIVERSITY"	"SRX018136"	"Varivax"	"Human herpesvirus 3"	""	""	""	""	""	""	""	""	""	""	""	""	"118"	"2876"	"1407"	"232813"	"35"	"86262"	"514"	"3294029"	"454 GS FLX"	"SINGLE"	"RANDOM PCR"	"OTHER"	"Varivax"	"LS454"	"SRP002150"	"2010-04-06T00:00:00"	"43"	"469"	"19"	""	""	"0"	""	""	""	""
